716;"QUALE DELLE SEGUENTI SOSTANZE NON STIMOLA, BENSI INIBISCE LA SECREZIONE
DELL'INSULINA:";GLUCOSIO;MANNOEPTUIOSO;LEUCINA;GLUCAGONE;ARGININA;B
717;"Dei seguenti fattori della coagulazione quale è
vitamino-k dipendente:";VIII;IX;XII;tutti i precedenti;nessuno dei precedenti;E
718;"NELL'IPERALDOSTERONISMO PRIMARIO
SI RILEVA UNA DI QUESTE CONDIZIONI :";IPOTENSIONE ARTERIOSA;"DIMINUITA INCREZIONE DI
INSULINA";IPERREFLESSIA;SPOBICARBONATEMIA;IPOPOTASSIEMIA;E
719;La proteinuria di Bence-Jones è presente in:;mieloma multiplo;macroglobulinemia;entrambe le precedenti;cancro della prostata;nessuna;C
720;"Qual è il tratto di maggior assorbimento dei
grassi:";lo stomaco;il duodeno;il digiuno;l’ileo;il colon;C
721;"La conseguenza dell’intervento di tirodectomia
totale?";lesione del nervo ricorrente;ipertiroidismo;tetania;ipotiroidismo;esoftalmo;D
722;Cosa c’è nella sindrome di Gilbert:;un aumento di frequenza;iperbilirubinemia non coniugata;bilirubina coniugata;"aumento dell’attività delle
transferasi";frequenti coliche biliari;B
723;"NELLA CELLULA ANIMALE NON SONO
PRESENTI:";LIPOSOMI;CENTRIOLI;CORPI DI GOLGI;CIGLIA E FLAGELLI;PLASTIDI;E
724;"Qual’è il fattore della coagulazione necessario
sia per il tempo di tromboplastina parziale che per il tempo di protrombina:";XII;X;VII;VIII;IX;B
725;"Un caratteristico indice di laboratorio nella
mononucleosi è:";anemia emolitica;trombocitopenia;"abbassamento delle
transaminasi seriche";leucocitosi linfocitica;tutte le precedenti;D
726;"Nell’infarto miocardico quale dei seguenti
enzimi aumenta per ultimo e rimane elevato per lungo tempo:";SGOT;CPK;LDH;aldolasi;fosfatasi alcalina;C
727;"Ciascuna delle seguenti è una reazione
possibile alla trasfusione di sangue intero eccetto:";febbre;emolisi;orticaria;ipercalcemia;ipocalcemia;D
728;"In quale affezione la fosfatasi alcalina nel siero
è aumentata?";cancro della prostata;cancro dell’ampolla di Vater;parotite epidemica;ulcera duodenale;pancreatite acuta;B
729;"IN QUALE DI QUESTE AFFEZIONI MORBOSE SI RILEVA ABITUALMENTE
LINFOCITOSI?";LINFOMA DI HODGKIN;LINFOSARCOMA;STRESS, TRAUMI;USTIONI ESTESE;TUTTE QUESTE CONDIZIONI;B
Item;Domanda;A;B;C;D;E;OK
730;La notevole diminuzione del colesterolo esterificato nel plasma è indice di sofferenza:;tiroidea;epatica;renale;pancreatica;corticosurrenale;B
731;"Nella distrofia muscolare progressiva c’è una
diminuzione del tasso sanguigno di:";urea;creatinina;creatina;ammoniaca;potassio;C
732;"CARATTERISTICHE DELLE IGE SONO TUTTE QUESTE AD ESCLUSIONE DI UNA.
QUALE?";SONO TERMOLABILI;SONO PRESENTI NELLE SECREZIONI;NON SUPERANO IL FILTRO PLACENTARE;FISSANO IL COMPLEMENTO;"SONO ATTIVE IN QUANTITA'
MINIMALE";D
733;"L'AZIONE «HELPER» DEI LINFOCITI T SI
ESPLICA:";SUI LINFOCITI B;SULLE CELLULE EPITELIALI;"SULLE CELLULE
ENDOTELIALI";SULLE EMAZIE;SULLE PIASTRINE;A
734;"Nello stomaco normale si trovano i seguenti peptidi prodotti da cellule endocrine della mucosa,
meno uno:";serotonina;somatostatina;gastrina;colecistochinina;glucagone (nel feto);D
735;L'INSULINA:;"INIBISCE LA SECREZIONE
GASTRICA DI HCL";"STIMOLA LA SECREZIONE
GASTRICA DI PEPSINA";"INIBISCE LA MOTILITA'
GASTRICA";"INIBISCE LA SECREZIONE
DI";"NON SVOLGE
ALCUNA DI";B
736;"La stimolazione massimale della secrezione
acida gastrica si ottiene con:";pentagastrina;glucagone;secretina;colecistochinina;VIP;A
737;LA CALCITONINA:;INIBISCE IL RIASSORBIMENTO OSSEO;HA EFFETTO IPERCALCEMIZZANTE;HA EFFETTO IPERFOSFOREMIZZANTE;ESALTA IL RIASSORBIMENTO RENALE DEL CALCIO;ESALTA IL RIASSORBIMENTO TUBULARE RENALE DEI FOSFATI;A
738;Cosa si riscontra nella cirrosi biliare primitiva:;aumento di Ig A;aumento di Ig M;ipercolesterolemia;le prime due risposte;"la seconda e la terza
risposta";E
739;"Quali sono elementi caratteristici dell’epatite
acuta da virus C:";epatociti a vetro smerigliato;aumento di Ig M sieriche;"frequenza di doppio picco di
transaminasi";le prime due risposte;"la seconda e la terza
risposta";C
740;L'ENTEROGLUCAGONE STIMOLA LA:;MOTILITA' ENTERICA;SECREZIONE PANCREATICA;SECREZIONE GASTRICA;SECREZIONE ENTERICA;MOTILITA' GASTRICA;D
741;QUALE DELLE SEGUENTI AFFERMAZIONI E' ESATTA:;IL PH NON HA ALCUN EFFETTO SULL'ATTIVITA' ENZIMATICA;L'ATTIVITA' ENZIMATICAAUMENTA ALL'AUMENTARE DEL PH;L'ATTIVITA' ENZIMATICA DIMINUISCE ALL'AUMENTARE DEL PH;GENERALMENTE ESISTE PER CIASCUN ENZIMA UN PH AL QUALE L'ATTIVITA' E' MASSIMA;LA MASSIMA ATTIVITA' ENZIMATICA SI HA AL PH FISIOLOGICO;D
742;Nell’emocromatosi idiopatica è presente:;iperalfa-2-globulinemia;deficit di ferritina sierica;aumento di ferritina sierica;le prime due risposte;la prima e la terza;C
743;"I CHILOMICRONI SONO COSTITUITI
PREVALENTEMENTE DA:";TRIGLICERIDI;FOSFOGLICERIDI;COLESTEROLO;PROTEINE;"ACIDI GRASSI NON
ESTERIFICATI";A
744;"Aumento di gamma-glutamiltrasferasi si
verifica in conseguenza di:";colestasi;abuso etilico cronico;"induzione enzimatica da
farmaci";in a ed in b;"in tutte e tre le
condizioni";E
745;"IL POLISACCARIDE DI RISERVA
PRESENTE NEI TESSUTI ANIMALI E':";L'ALFA-AMILOSO;L'AMILOPECTINA;IL GLICOGENO;I DESTRANI;I MANNANI;C
Item;Domanda;A;B;C;D;E;OK
746;"A cosa è dovuta la siderocromatosi
secondaria:";eccesso di transferrina;eccesso di eritropoietina;talassemia;deficit di < -1-antitripsina;tutte queste condizioni;C
747;"L'ERITROBLASTOSI FETALE E' DOVUTA AD
ANTICORPI DELLA CLASSE:";IGM;IGA;IGG;IGD;IGE;C
748;"NELLA MAGGIOR PARTE DEI CASI L'ERITROBLASTOSI FETALE E' DOVUTA AD
ANTICORPI:";ANTI-E;ANTI-E;ANTI-D;ANTI-C;ANTI-C;C
749;"QUALE E' IL NUMERO DI CROMOSOMI NELLA MADRE DI UN BAMBINO AFFETTO DA
MONGOLISMO DA TRASLOCAZIONE:";46;64;21;23;45;E
750;QUALE E' LA PROBABILITA' CHE DOPO LA NASCITA DI UN INDIVIDUO AFFETTO DA MONGOLISMO SPORADICO, SE NE VERIFICHI UNA SECONDA ANALOGA:;1:40 - 1:80;1:80 - 1:250;1:250 - 1:600;1:600 - 1:1.000;1:1.000 - 1:2.500;A
751;"Alterazioni della coagulazione in corso di
malassorbimento sono dovute a deficit di:";vitamina B1;vitamina A;folati;vitamina K;vitamina B12;D
752;QUALE DEI SEGUENTI CARIOTIPI SI RISCONTRA NELLA SINDROME DI TURNER:;XY;XX;XO;YO;XXY;C
753;"Quale è la sede di assorbimento della vitamina
B12?";ileo distale;ileo prossimale;duodeno;colon;digiuno;A
754;"LA TIREOPATIA NELLA QUALE SI
RISCONTRANO PIU' FREQUENTEMENTE ANTICORPI ANTITIROIDEI E':";LA MALATTIA DI BASEDOW;IL MIXEDEMA PRIMITIVO;IL CARCINOMA TIROIDEO;L'IPOTIROIDISMO CONGENITO;LA TIROIDITE DI HASHIMOTO;E
755;"Nella cirrosi epatica possono essere presenti
una o più delle seguenti alterazioni ormonali, indicare quale/quali:";iperglucagonemia;iperinsulinemia;aumento di ormone somatotropo;la prima e la terza risposta;le prime tre risposte;E
756;"IN QUALI DELLE SEGUENTI MALATTIE SI
RISCONTRA LA PRESENZA DEL CROMOSOMA PHILADELPHIA (PH 1)";LEUCEMIA LINFOBLASTICA CRONICA;LEUCEMIA MIELOIDE CRONICA;SINDROME DI MARFAN;MALATTIA DI HUNTER;OMOCISTINURIA;B
757;"La sintesi di quale dei seguenti fattori della
coagulazione non è K-dipendente?";fattore II;fattore V;fattore VII;fattore IX;fattore X;B
758;"LS ZANZARE SONO VETTORI IN TUTTE LE
SEGUENTI INFEZIONI, ECCETTO UNA:";FEBBRE GIALLA;MALARIA;"FEBBRE DI
TSUTSUGAMASHI";DENGUE;"ENCEFALITE DI S.
LOUIS";C
759;"In quale/quali delle seguenti condizioni si può
verificare iperfosfatasemia alcalina anche senza iperbilirubinemia:";epatocarcinoma;metastasi epatiche;cirrosi biliare primitiva;a+b;a+b+c;E
760;"IN QUALE DEI SEGUENTI CASI
DIMINUISCE LA CALCEMIA:";IPERVITAMINOSI D;ATROFIA OSSEA;MIELOMA MULTIPLO;NEFROSI;"IPERPARATIROIDISM
O";D
Item;Domanda;A;B;C;D;E;OK
761;SI PUO' PRODURRE TOLLERANZA IMMUNOLOGICA SPECIFICA CON UNO DEI SEGUENTI MECCANISMI, ECCETTO UNO, QUALE:;SOMMINISTRAZIONE DI ALTE DOSI DI ANTIGENE;INDUZIONE DI LINFOCITI SOPPRESSORI;PRODUZIONE DIIMMUNOGLOBULINE ANTI-IDIOTIPO;TIMECTOMIA NELL'ADULTO;"SOMMINISTRAZIONE DI
BASSE DOSI DI ANTIGENE";D
762;"Quale componente della bile è necessario per
l’assorbimento intestinale dei grassi:";colesterolo;bilirubina;le prime due risposte;sali biliari;nessuno di questi;D
763;"TUTTE LE SEGUENTI SONO FUNZIONI SVOLTE DALLA MILZA E DAI LINFOCITI NELLA
DIFESA CONTRO LE INFEZIONI, ECCETTO UNA , QUALE:";PRODUZIONE DI ANTICORPI;"CONTATTO INIZIALE TRA GLI ANTIGENI DEI
MICRORGANISMI E LINFICITI, RISULTANTE IN UNA RISPOSTA IMMUNE";FAGOCITOSI;PRODUZIONE DI MONOCITI;RIMOZIONE DI MICRORGANISMI DAL SANGUE O DALLA LINFA;D
764;TUTTE LE SEGUENTI SONO TAPPE DELL'INVASIONE E MOLTIPLICAZIONE DEI VIRUS, ECCETTO UNA, QUALE:;ATTACCO AI RECETTORI DI SUPERFICIE DI CELLULE SENSIBILI;PENETRAZIONE DEL VIRUS NELLA CELLULA;ALTERAZIONE DEL COMPORTAMENTO GENETICO DELLA CELLULA;"LE CELLULE INFETTATE DAL
VIRUS SINTETIZZANO E QUALCHE VOLTA SECERNONO";"NELLE INFEZIONI GRAVI IL
VIRUS PUO' REPLICARSI NEL PLASMA";E
765;La secretina è:;un enzima pancreatico;una tossina batterica;un farmaco colinergico;un ormone ipofisario;nessuno di questi;E
766;UNA CUTIREAZIONE ALLA TUBERCOLINA POSITIVA E' INIZIALMENTE PROMOSSA DA:;POLIMORFONUCEATI NEUTROFILI;IGG;IGE;"LINFOCHINA LIBERATA DA T-
LINFOCITI SENSIBILIZZATI E STIMOLATI";MACROFAGI;D
767;"Quale malattia è caratterizzata da abnorme
produzione di serotonina:";sindrome di Whipple;sindrome di Gardner;sindrome di Zollinger-Ellison;sindrome da carcinoide;tifo addominale;D
768;I sali biliari sono riassorbiti:;"nella terza porzione del
duodeno";nel digiuno terminale;a+b;nell’ileo terminale;in tutto l’ileo;D
769;LA DETERMINAZIONE DEL NUMERO DEI MICRORGANISMI PRESENTI E' UTILE NELLA VALUTAZIONE DELLE CULTURE DI:;SANGUE;LIQUIDO PLEURICO;ESPETTORATO;URINE;FECI;D
770;"LE LESIONI VASCOLARI DELLA SIFILIDE
TERZIARIA INTERESSANO PIU' SPESSO:";AORTA ADDOMINALE;ARTERIA CORONARIA;VENA CAVA INFERIORE;CAROTIDE;"AORTA
ASCENDENTE";E
771;"Delle seguenti sostanze quale viene assorbita
per diffusione passiva:";fruttosio;aminoacidi;vitamina B12;lipidi;sodio;A
772;L'ELUIZIONE DI UNA PROTEINA DA UNA COLONNA CONTENENTE UNA RESINA A SCAMBIO IONICO:;VIENE ESEGUITA UTILIZZANDO GRADIENTI DI CONCENTRAZIONE DI SOSTANZE SALINE;VIENE ESEGUITA UTILIZZANDO GRADIENTI DI FLUSSO DI SOLVENTE;VIENE ESEGUITA UTILIZZANDO SOLVENTI POCO POLARI;VIENE ESEGUITA UTILIZZANDO SOLVENTI APOLARI;VIENE ESEGUITA UTILIZZANDO O CATIONI O ANIONI, SECONDO;A
773;"Nell’intestino tenue quale dei seguenti
parassiti si può localizzare:";ossiuri;echinococco;giardia;tripanosoma cruzii;nessuno di questi;C
774;PER LA SEPARAZIONE DI ACIDI NUCLEICI VIENE COMUNEMENTE IMPIEGATA:;ELETTROFORESI SU CARTA;"ELETTROFORESI SU POLIACRILAMMIDE  (ALTA
CONCENTRAZIONE)";ELETTROFORESI SU AGAR;FOCALIZZAZIONE ISOELETTRICA;"ELETTROFORESI SU ACETATO DI
CELLULOSA";C
Item;Domanda;A;B;C;D;E;OK
775;"Delle seguenti alterazioni ematochimiche quale si trova in tutte le malattie proteino-
disperdenti:";ipoalbuminemia;iperferritinemia;iposideremia;ipoprotrombinemia;ipoglicemia;A
776;PER SEPARARE EFFICIENTEMENTE DUE SPECIE PROTEICHE GLOBULARI DI PESO MOLECOLARE DIFFERENTE:;E' SUFFICIENTE CENTRIFUGARE A VELOCITA' E PER TEMPI ADEGUATI;SARA' OPPORTUNO ESEGUIRE UNA CENTRIFUGAZIONE ISOPICNICA ALL'EQUILIBRIO IN RBCL;SI POTRA' CENTRIFUGARE IN UN GRADIENTE DI SACCAROSIO QUALUNQUE PER UN TEMPO MOLTO LUNGO;SAREBBE UTILE CONOSCERE I COEFFICIENTI DI SEDIMENTAZIONE DELLE SPECIE PROTEICHE IN QUESTIONE;"E' POSSIBILE IMPOSTARE LA
CENTRIFUGAZIONE CONOSCENDO I PESI MOLECOLARI";D
777;"Sull’intestino tenue quale azione ha il
glucacone?";stimola la peristalsi;riduce la peristalsi;"aumenta l’assorbimento degli
zuccheri";"determina aumentata
secrezione di muco";"regola l’assorbimento
di ferro";B
778;"LA FOCALIZZAZIONE ISOELETTRICA VIENE GENERALMENTE UTILIZZATA PER
SEPARARE:";ACIDI NUCLEICI;PROTEINE CON LO STESSO PUNTO ISOELETTRICO;PROTEINE CON LO STESSO PESO MOLECOLARE;PROTEINE CON DIVERSO PUNTO ISOELETTRICO;"ESCLUSIVAMENTE SOSTANZE A BASSO
PESO MOLECOLARE";D
779;Per cosa serve il test allo xilosio?;slatentizzare un diabete latente;"valutare l’assorbimento degli
zuccheri";valutare la funzionalità epatica;"documentare un deficit di
disaccaridi";nessuno di questi;B
780;"Qual è la sede preferenziale di assorbimento
dell’acido folico?";stomaco;duodeno;intestino prossimale;ileo;colon;C
781;LA CROMATOGRAFIA SU STRATO SOTTILE:;VIENE UTILIZZATA PER LA SEPARAZIONE DI PROTEINE;"PUOI ESSERE UTILIZZATA PER LA SEPARAZIONE DI
LIPIDI";"NON PUOI ESSERE UTILIZZATA PER LA
SEPARAZIONE DI LECITINE";"RICHIEDE SOLO ED IN OGNI
CASO UNA FASE MOBILE";"RICHIEDE SOLO ED IN OGNI
CASO UNA FASE";B
782;La bilirubina da cosa deriva?;dal colesterolo;dalle lipofuscine;dalla ferritina;dall’eme;da nessuna di queste;D
783;UN AMINOACIDO HA UN PK UGUALE A 5, 5 MIGRA AL POLO:;"NEGATIVO SE POSTO IN UN CAMPO ELETTRICO IN UN
TAMPONE A PH 6";"POSITIVO SE POSTO IN UN CAMPO ELETTRICO IN UN
TAMPONE A PH 4";"NEGATIVO SE POSTO IN UN CAMPOELETTRICO IN UN
TAMPONE A PH 4";"NEGATIVO SE POSTO IN UN
CAMPO ELETTRICO IN UN";"POSITIVO SE POSTO IN UN
CAMPO ELETTRICO";C
784;I sali biliari sono:;derivati dal colesterolo;aminoacidi;pentosi;esosi;polipeptidi;A
785;QUALE DEI SEGUENTI PARAMETRI O PROPRIETA' E' POSSIBILE RICAVARE DA ESPERIMENTI DI ULTRACENTRIFUGAZIONE:;PESO MOLECOLARE E PUNTO ISOELETTRICO;DENSITA' E COEFFICIENTE DI SEDIMENTAZIONE;NATURA DELLA SPECIE MOLECOLARE E COEFFICIENTE DI SEDIMENTAZIONE;FORMA, PUNTO ISOELETTRICO E COEFFICIENTE DI SEDIMENTAZIONE;NESSUNA DELLE PRECEDENTI;B
786;La funzione della colecisti è:;secrezione della bile;accumulo della bile;sterilizzazione della bile;filtrazione del sangue portale;"digestione degli
alimenti";B
787;I ROTORI PER ULTRACENTRIFUGA:;SONO SOLO VERTICALI;SONO SOLO AD ANGOLO FISSO;SONO SOLO A BRACCIO OSCILLANTE;SONO FABBRICATI IN ALLUMINIO (ALTEVELOCITA') O TITANIO (BASSE VELOCITA');"SONO CLASSIFICATI CON
LETTERE DELL'ALFABETO E POSSONO ESSERE UTILIZZATI SOLO CON CENTRIFUGHE";D
788;La principale funzione della bile è:;apporto di energia agli epatociti;escrezione di acido urico;metabolizzazione di farmaci;"facilitazione
dell’assorbimento";pulizia dell’intestino;D
Item;Domanda;A;B;C;D;E;OK
789;LA CENTRIFUGAZIONE ISOPICNICA:;"SEPARA SPECIE
MOLECOLARI SULLA BASE DEL PESO MOLECOLARE";SEPARA SPECIE MOLECOLARI SULLA BASE DELLA DIMENSIONE MOLECOLARE;SEPARA SPECIE MOLECOLARI SULLA BASE DEL PESO SPECIFICO;NON PUO' ESSERE UTILIZZATA PER SEPARARE ACIDI NUCLEICI A DOPPIO FILAMENTO DA QUELLI A FILAMENTO SINGOLO;SEPARA MACROMOLECOLE CARICHE DA MACROMOLECOLE NEUTRE;C
790;"LA PRESENZA DI UN DETERGENTE  ANIONICO COME IL SODIO DODECILSOLFATO COMUNEMENTE IMPIEGATA NELLA
ELETTROFORESI DI MISCELE DI PROTEINE SU GELS DI POLIACRILAMMIDE:";HA LA FUNZIONE DI DETERGERE LE PROTEINE PRIMA DI CARICARLE SUL GEL;RENDE UGUALE IL RAPPORTO CARICA/MASSA IN TUTTE LE SPECIE PROTEICHE;RENDE DIVERSO IL RAPPORTO CARICA/MASSA IN TUTTE LE SPECIE PROTEICHE;E' UTILIZZATA MA NON E' NECESSARIA PER LA SEPARAZIONE DELLE PROTEINE;HA LA FUNZIONE DI MANTENERE LE PROTEINE ALLO STATO NATIVO DURANTE LE MANIPOLAZIONI;B
791;"Si può osservare l’elevazione dei livelli sierici di uno dei seguenti enzimi in corso di patologia
biliare:";pseudocolinesterasi;creatinfosfochinasi;fosfatasi alcalina;fosfatasi acida;latticodeidrogenasi;C
792;"A cosa si accompagna un’ostruzione biliare
protratta:";ipercolesterolemia;ipocolesterolemia;iperglicemia;ipertrigliceridemia;ipercalcemia;A
793;INDICARE QUALE DELLE SEGUENTI AFFERMAZIONI E’ ERRATA:;L'ATTIVITA' DI ALCUNI ENZIMI E' REGOLATA MEDIANTE MODIFICAZIONI COVALENTI REVERSIBILI;IL MECCANISMO DELL'INIBIZIONE FEED- BACK RAPPRESENTA UN MECCANISMO DI REGOLAZIONE DI INTERE VIE METANOLICHE;NEGLI ORGANISMI  SUPERIORI ALCUNE ATTIVITA' ENZIMATICHE SONO REGOLATE DAGLI ORMONI;L’ AMP CICLICO E' UN SECONDO MESSAGGERO INTRACELLULARE CHE PUO' STIMOLARE O DEPRIMERE ALCUNI ENZIMI;"NELL'INIBIZIONE FEED-
BACK IL PRODOTTO FINALE DELLA REAZIONE GENERALMENTE INIBISCE L'ENZIMA";E
794;INDICARE QUALE DELLE SEGUENTI AFFERMAZIONI, RIGUARDANTI LA REAZIONE DI FOSFORILAZIONE FRUTTOSIO-6-FOSFATO + ATP A FRUTTOSIO 1-6 DIFOSFATO + ADP, E' ERRATA:;L'ENZIMA CHE CATALIZZA QUESTA REAZIONE (PFK) E' UN ENZIMA ALLOSTERICO;E' UNA REAZIONE REVERSIBILE NELLE CONDIZIONI CELLULARI;E' INIBITA DA ALTE CONCENTRAZIONI DI ATP E CITRATO;E' STIMOLATA DA BASSE CONCENTRAZIONI DI ACIDI GRASSI;LA REAZIONE CATALIZZATA DALLA PFK E' LA PRINCIPALE REAZIONE LIMITANTE LA;B
795;Che ghiandola è il pancreas?;tubulare semplice;tubulare ramificata;tubulo-alveolare;tubulo-acinosa;mista;D
796;"Il principale componente inorganico del
secreto pancreatico è:";cloruro di sodio;ferro;fosfati;bicarbonati;carbonato;D
797;INDICARE QUALE DELLE SEGUENTI AFFERMAZIONI RIGUARDANTI IL METABOLISMO DEL GLICOGENO E' ERRATA:;LA GLICOGENOLISI E: E LA GLICOGENOSINTESI SONO PROCESSI REGOLATI ATTRAVERSO UNA CASCATA ENZIMATICA INNESCATA DALL'ADRENALINA;LA GLICOGENO FOSFORILASI FOSFORILATA E LA GLICOGENO SINTETASI DEFOSFORILATA SONO LE FORME ENZIMATICHE ATTIVE;"L'ENZIMA DERAMIFICANTE E' RESPONSABILE DELL'IDROLISI DEI LEGAMI
ALFA (1-4) GLICOSIDICI DELLA MOLECOLA DI GLICOGENO";LA REAZIONE CHIAVE DELLA BIOSINTESI DEL GLICOGENO E' LA FORMAZIONE DELL'UDP-GLUCOSIO;"L'ATTIVAZIONE DELLA GLICOGENO FOSFORILASI E
DELLA GLICOGENO SINTETASI CONSISTE IN";C
798;Cosa sono i granuli che si osservano al microscopio elettronico nelle cellule pancreatiche?;depositi di ferro;depositi di rame;zimogeni;liposomi;mitocondri;C
Item;Domanda;A;B;C;D;E;OK
799;INDICARE QUALI DELLE SEGUIMI AFFERMAZIONI E' ERRATA:;L'ENZIMA ESOCHINASI PROMUOVE LA FOSFORILAZIONE NON SOLO DEL D-GLUCOSIO, MA ANCHE DI ALTRI ESOSI;IL LATTATO PRODOTTO A LIVELLO MUSCOLARE VIENE ASSORBITO DAL FEGATO E TRASFORMATO IN GLUCOSIO ATTRAVERSO LA GLUCONEOGENESI;LA CITRATO SINTETASI CATALIZZA UNA REAZIONE DI CONDENSAZIONE NEL CICLO DELL'ACIDO CITRICO;GLI ENZIMI DEL COMPLESSO MULTIENZIMATICO DELLA PIRUVATO DEIDRO GENASI NON SONO SOTTOPOSTI AD ALCUN TIPO DI REGOLAZIONE;"LA GLUCONEOGENESI E'
UNA VIA METABOLICA ENERGETICAMENTE DISPENDIOSA";D
800;INDICARE L'AFFERMAZIONE ERRATA RELATIVA ALLA BIOSINTESI DEGLI ACIDI GRASSI:;E' CATALIZZATA DAGLI STESSI ENZIMI DELLA BETA OSSIDAZIONE;L'ENZIMA ACETIL-COA CARBOSSILASI CATALIZZA LA FORMAZIONE DEL MALONIL-COA A PARTIRE DALL'ACETIL-COA;IL COMPLESSO MULTIENZIMATICO DELL'ACIDO GRASSO SINTETASI E' FORMATO DA SEI PROTEINE ENZIMATICHE PIU' L'ACP (ACYL CARRIER PROTEIN);IL NADPH FORNISCE EQUIVALENTI RIDUCENTI PER LA SINTESI DEGLI ACIDI GRASSI;LA BIOSINTESI DEGLI ACIDI GRASSI AVVIENE NEL CITOPLASMA;A
801;E’ comune nella cirrosi epatica il rilievo di:;"disprotidemia
iperalbuminemica";ipoprotrombinemia;ipogammaglobulinemia;"rapida totale escrezione
della";diminuita bilirubinemia;B
802;"Nella cirrosi epatica l’iperbilirubinemia è
dovuta:";esclusivamente a iperemolisi;"esclusivamente a lesioni
epatocellulari";"esclusivamente a colestasi
intraepatica";"a tutte e tre queste
condizioni";a nessuna di queste;D
803;INDICARE QUALE DELLE SEGUENTI AFFERMAZIONI E' ERRATA:;LA REAZIONE CATALIZZATA DALLA FOSFOFRUTTOCHINASI (PFK) E' LA PRINCIPALE REAZIONE LIMITANTE LA VELOCITA' DELLA GLICOLISI;L'ENZIMA ESOCHINASI CATALIZZA LA FOSFORILAZIONE NON SOLO DEL D-GLUCOSIO MA ANCHE DI ALTRI ESOSI;IL LATTATO PRODOTTO A LIVELLO MUSCOLARE VIENE TRASFORMATO NEL FEGATO IN GLUCOSIO ATTRAVERSO LA GLUCONEOGENESI;LA GLUCONEOGENESI E' UNA VIA METABOLICA ENERGETICAMENTE DISPENDIOSA;"LA REAZIONE CATALIZZATA DALLI ENZIMA
PIRUVICO CHINASI E' REVERSIBILE IN CONDIZIONI FISIOLOGICHE";E
804;"Per il 20% la bilirubina è un pigmento che
origina:";dalla eritropoiesi inefficace;dal catabolismo della catalasi;dal catabolismo dei citocromi;"dal catabolismo della
mioglobulina";da tutte queste fonti;E
805;INDICARE QUALE DELLE SEGUENTI AFFERMAZIONI RIGUARDANTI IL CICLO DI 1KREBS E' ERRATA:;LA CITRATO SINTETASI CATALIZZA UNA REAZIONE DI CONDENSAZIONE TRA L'OSSALACETATO E L'ACETIL COA;LA REAZIONE CATALIZZATA DALLA PIRUVATO DEIDROGENASI E' REVERSIBILE IN CONDIZIONI FISIOLOGICHE;LE REAZIONI ANAPLEROTICHE SONO NECESSARIE PER RIFORNIRE IL CICLO DI KREBS DI INTERMEDI;TUTTE LE REAZIONI ENZIMATICHE DEL CICLO DEGLI ACIDI TRICARBOSSILICI SI VERIFICANO NEL COMPARTIMENTO INTERNO DEL MITOCONDRIO;"LA FORMAZIONE DI GTP
DURANTE L'OSSIDAZIONE DELL'ACIDO ALFA CHETOGLUCARICO AD ACIDO SUCCINICO E' UN";B
806;L’antigene HbsAg nella maggioranza dei pazienti affetti da epatite virale :;"compare nel siero durante il periodo di incubazione
dell’infezione acuta";persiste per tutta la durata della malattia;scompare abitualmente dal circolo nella convalescenza;non si comporta secondo queste caratteristiche;"si comporta secondo queste
caratteristiche";E
Item;Domanda;A;B;C;D;E;OK
807;INDICARE L' AFFERMAZIONE ERRATA RELATIVA ALLA BIOSINTESI DEGLI ACIDI GRASSI :;E' UNA VIA BIOSINTETICA CHE SI VERIFICA NEL CITOPLASMA;GLI EQUIVALENTI RIDUCENTI SONO FORNITI DAL NADPH;E' CATALIZZATA DAGLI STESSI ENZIMI DELLA BETA OSSIDAZIONE;L'ENZIMA ACETIL-COA CARBOSSILASI,  CHE CATALIZZA LA FORMAZIONE DEL MALONIL-COA A PARTIRE DALL'ACETIL COA CONTIENE LA BIOTINA COME GRUPPO PROSTETICO;L'ACIDO GRASSO SINTETASI E' UN COMPLESSO MULTIENZIMATICO COSTITUITO DA VARIE PROTEINE ENZIMATICHE E DALL'ACP (ACYL CARRIER PROTEIN);C
808;"Nell’emacromatosi, o diabete bronzino, quali di
questi reperti è sempre assente:";polidipsia;pigmentazione cutanea;osteoartropatia;"iposideremia con
ipertransferrinemia";epatomegalia;D
809;"Generalmente il periodo di incubazione
dell’epatite da virus A è:";150-180 giorni;80-100 giorni;60-80 giorni;40-60 giorni;20-40 giorni;A
810;INDICARE TRA LE SEGUENTI AFFERMAZIONI QUELLA ESATTA:;L'IDROLISI DEI TRIGLICERIDI AD OPERA DELLA LIPASI E' INDIPENDENTE DALL'AZIONE DELL'AMP CICLICO;LA CARNITINA FUNZIONA DA TRASPORTATORE DEGLI ACIDI GRASSI A LUNGA CATENA DURANTE LA LORO SINTESI;DURANTE IL DIGIUNO L'ACETIL-COA VIENE UTILIZZATO PER LA SINTESI DEI CORPI CHETONICI;GLI ACIDI GRASSI, PRESENTI NEI TRIGLICERIDI CONTENGONO UNA CORTA CATENA IDROCARBURICA ED UN;"LA DEGRADAZIONE DEGLI
ACIDI GRASSI E' INDIPENDENTE DALLA CONCENTRAZIONE";C
